"hill0","hill1","hill2","Nu","M","Jm","Sm","J","timesteps"
299,14.2888421892736,2.41568066634139,0.390434532891959,0.0909390851855278,10000,1000,1000,1000
462,46.7494592256423,4.29217707805752,0.580565890995786,0.296124778082594,10000,1000,1000,1000
369,22.9342064991315,2.95761734346817,0.511799593968317,0.111749805696309,10000,1000,1000,1000
349,28.2672494393588,3.44535325206901,0.260653679911047,0.444480030052364,10000,1000,1000,1000
414,37.1202547626942,3.83473812573352,0.484402191499248,0.298479914059862,10000,1000,1000,1000
378,23.6052985108304,2.97833558694067,0.576796950073913,0.048575363913551,10000,1000,1000,1000
415,34.2843114824172,3.63372093023267,0.501521981880069,0.303400486288592,10000,1000,1000,1000
408,41.8101934787617,4.21919565254079,0.397573527926579,0.563945833453909,10000,1000,1000,1000
330,20.182314635869,2.84825629749473,0.328315363219008,0.316464442620054,10000,1000,1000,1000
140,5.32748180730986,1.71591926943021,0.0078985646367073,0.260855218721554,10000,1000,1000,1000
341,25.3457296700215,3.23855171967103,0.30150244650431,0.414225024171174,10000,1000,1000,1000
237,8.99233438916827,2.01577139539761,0.292064615758136,0.104013683879748,10000,1000,1000,1000
250,15.5195087941056,2.66359820153852,0.119738633092493,0.412161817029119,10000,1000,1000,1000
263,14.7552920186152,2.5470958013673,0.217673363769427,0.302795612812042,10000,1000,1000,1000
293,13.2521815715095,2.33532458676435,0.44225478884764,0.0442577814683318,10000,1000,1000,1000
318,18.3456002098472,2.71872111358822,0.308435889193788,0.255352555587888,10000,1000,1000,1000
329,21.3923854362896,2.9563582396661,0.314050903916359,0.35106585980393,10000,1000,1000,1000
381,29.6353093519767,3.42158747972718,0.450034148292616,0.344467212818563,10000,1000,1000,1000
140,3.81934803548546,1.48653791266292,0.192249698610976,0.0156506418250501,10000,1000,1000,1000
264,12.3586325454532,2.30668801121976,0.256366078555584,0.245810944586992,10000,1000,1000,1000
186,5.69391452688275,1.69880811622564,0.246223365236074,0.015061710588634,10000,1000,1000,1000
445,43.593396473392,4.1534103652509,0.521790301334113,0.336882009822875,10000,1000,1000,1000
379,28.5364755446997,3.34712348207959,0.491821215860546,0.21134011563845,10000,1000,1000,1000
223,12.3171123816035,2.40622924627277,0.0467170638497919,0.389929686533287,10000,1000,1000,1000
320,16.9887855706599,2.60614842536517,0.349831964727491,0.186731852218509,10000,1000,1000,1000
201,7.69795654620613,1.92704960996514,0.156111449562013,0.186438454315066,10000,1000,1000,1000
299,15.134707144612,2.49223668273333,0.375398016348481,0.187793115153909,10000,1000,1000,1000
269,10.9689942687843,2.16054584030112,0.341987615916878,0.156308406405151,10000,1000,1000,1000
324,23.3202675355776,3.13577924114149,0.271519098384306,0.400822191126645,10000,1000,1000,1000
168,5.68002378822403,1.72088604980932,0.0742806765250862,0.21493493928574,10000,1000,1000,1000
359,31.1553666769085,3.64439455673238,0.316416048724204,0.584965277183801,10000,1000,1000,1000
443,41.735718914815,4.03779374949527,0.513527732575312,0.454629168240353,10000,1000,1000,1000
469,52.805909565271,4.66936244525171,0.584747356222942,0.360607385728508,10000,1000,1000,1000
342,21.016195047166,2.87764815571535,0.374857375072315,0.185580431576818,10000,1000,1000,1000
425,47.1435414045992,4.51039646384916,0.366979661956429,0.564512440608814,10000,1000,1000,1000
290,13.723170578628,2.37864170044341,0.283088693395257,0.217761044204235,10000,1000,1000,1000
358,33.5866890071239,3.8316525150968,0.237753209844232,0.511386060761288,10000,1000,1000,1000
363,32.6982590840452,3.74371990985132,0.31822494068183,0.465443449001759,10000,1000,1000,1000
209,8.15474151162009,1.9650766576404,0.217456743121147,0.11282116714865,10000,1000,1000,1000
308,16.3996826293948,2.58096486790626,0.456580537324771,0.0456069724168628,10000,1000,1000,1000
337,19.2487557808967,2.74612110394074,0.478721577068791,0.0261149718426168,10000,1000,1000,1000
457,50.7207831455842,4.58955600635193,0.521553781628609,0.404995360644534,10000,1000,1000,1000
192,5.89964558756574,1.71668514964343,0.275050725415349,0.0161922559607774,10000,1000,1000,1000
479,53.1368942682622,4.63027272306338,0.596536411810666,0.438104030862451,10000,1000,1000,1000
216,7.70029237803277,1.90094553030676,0.237814904004335,0.103729197895154,10000,1000,1000,1000
336,23.5502480713441,3.10372011893462,0.356372775183991,0.24531933395192,10000,1000,1000,1000
201,7.86055475056234,1.94321913682204,0.123603318957612,0.197186791710556,10000,1000,1000,1000
335,20.128873284079,2.82933454051613,0.438596464460716,0.105115015944466,10000,1000,1000,1000
391,27.989172594392,3.26383539825329,0.550354886613786,0.180703900521621,10000,1000,1000,1000
266,11.3484002803858,2.20544126468827,0.339683957537636,0.109600017406046,10000,1000,1000,1000
453,46.8762670193562,4.34521895558316,0.568546687066555,0.363691284041852,10000,1000,1000,1000
457,46.9704923563813,4.32765544938373,0.546255455771461,0.471581817185506,10000,1000,1000,1000
400,28.3798868835631,3.26409108119763,0.594494829000905,0.0187805214431137,10000,1000,1000,1000
191,6.6819243098246,1.81962428397783,0.237342318333685,0.109191842190921,10000,1000,1000,1000
388,26.7897898246772,3.18313194718557,0.545010177092627,0.0115248674992472,10000,1000,1000,1000
368,30.7275939551195,3.57669141737135,0.333178146276623,0.39592384560965,10000,1000,1000,1000
145,4.77807198402063,1.62576248260433,0.111584568908438,0.124783432250842,10000,1000,1000,1000
280,18.1924083437678,2.81834630712087,0.197055520489812,0.442855497775599,10000,1000,1000,1000
381,25.5341980522477,3.11606080057843,0.559453966934234,0.00574635523371398,10000,1000,1000,1000
279,12.4701552911713,2.28617413331142,0.365473730536178,0.0485553976614028,10000,1000,1000,1000
399,33.0798258678749,3.61909725238148,0.409513927716762,0.408336636610329,10000,1000,1000,1000
166,5.70791281632008,1.7343045438779,0.119396702433005,0.138593341922387,10000,1000,1000,1000
277,12.1458403584678,2.25884563952441,0.370506801875308,0.131713639805093,10000,1000,1000,1000
435,38.7401605097364,3.86557090616728,0.547431484423578,0.334700477449223,10000,1000,1000,1000
276,17.3380962240377,2.75339493595606,0.166655029077083,0.443394542299211,10000,1000,1000,1000
304,15.0559454407932,2.46909922322142,0.388430788367987,0.17541336491704,10000,1000,1000,1000
216,9.32725370311738,2.09156888582127,0.115743880905211,0.262338804267347,10000,1000,1000,1000
381,37.5204177467857,4.03414500330799,0.299927934771404,0.569684458617121,10000,1000,1000,1000
415,38.0558316186363,3.91025189842744,0.364468808937818,0.543640160746872,10000,1000,1000,1000
313,23.3345482660245,3.16906987799086,0.197664042050019,0.477844545152038,10000,1000,1000,1000
377,29.7124295237444,3.44668325670216,0.43034725561738,0.360183435631916,10000,1000,1000,1000
432,42.5528234172535,4.15241005879812,0.463596132164821,0.475047300662845,10000,1000,1000,1000
243,14.0943465771331,2.54608412261943,0.143862929614261,0.371364762587473,10000,1000,1000,1000
406,39.6047309048326,4.06811654340273,0.406624305294827,0.378337704157457,10000,1000,1000,1000
261,18.4796153597373,2.91392272276941,0.0738277620635927,0.520159020088613,10000,1000,1000,1000
418,39.9045586091458,4.0362291932385,0.37288531777449,0.525681589683518,10000,1000,1000,1000
283,21.5018371105873,3.15487270088655,0.0951299549080431,0.527419411204755,10000,1000,1000,1000
280,21.6334749234347,3.15570899313952,0.0887678917497396,0.566139767412096,10000,1000,1000,1000
427,49.5714112076751,4.68651876013458,0.358481334429234,0.599303355999291,10000,1000,1000,1000
227,8.12875680310924,1.93282281040166,0.232861862657592,0.139410169003531,10000,1000,1000,1000
215,8.7516660378008,2.02128820740036,0.177375833597034,0.198041892796755,10000,1000,1000,1000
338,24.6923521321367,3.21468984672366,0.263403110392392,0.555324648879468,10000,1000,1000,1000
350,21.4415581690256,2.88763629643325,0.479982438404113,0.0966364846564829,10000,1000,1000,1000
197,6.79766356355065,1.82466435299225,0.260385403549299,0.0302012018859386,10000,1000,1000,1000
211,13.7238178835285,2.60232335429072,0.0194622262381017,0.457902319030836,10000,1000,1000,1000
397,42.4999262926625,4.34137065754399,0.3213476695586,0.582120321504772,10000,1000,1000,1000
262,10.7929397981235,2.15415104907158,0.335611638100818,0.130743412720039,10000,1000,1000,1000
469,51.9060211901965,4.60973945752585,0.577684373455122,0.489446419291198,10000,1000,1000,1000
356,29.5314430675736,3.52308678771999,0.296084123197943,0.490908992663026,10000,1000,1000,1000
425,42.1231454105387,4.16861201894216,0.475461683096364,0.479822184238583,10000,1000,1000,1000
462,48.0747763085827,4.38204413594853,0.570815814100206,0.332468428183347,10000,1000,1000,1000
247,16.0457190409924,2.70775229482009,0.105267718294635,0.411648013349622,10000,1000,1000,1000
318,18.424554893522,2.74517124378224,0.34392389128916,0.264156978344545,10000,1000,1000,1000
229,10.0222102531401,2.14094252853878,0.182928809244186,0.29158249720931,10000,1000,1000,1000
354,21.0428552336622,2.84895414893199,0.463468042016029,0.0897487631533295,10000,1000,1000,1000
415,33.3607842152395,3.56579970189926,0.543428850034252,0.23544127419591,10000,1000,1000,1000
295,20.9642027152869,3.02729408345648,0.239344699680805,0.438518610689789,10000,1000,1000,1000
324,17.6312647433249,2.64869790011235,0.404528820561245,0.127021899679676,10000,1000,1000,1000
67,2.07736110829008,1.23426314490249,2.84016598016024e-05,0.0948407451622188,10000,1000,1000,1000
278,19.3913384238329,2.94438064953042,0.115266370028257,0.514156401995569,10000,1000,1000,1000
210,11.7659118479617,2.37662917930243,0.0774817159865051,0.359808444790542,10000,1000,1000,1000
278,16.3239603352303,2.65597195293621,0.172495962772518,0.377349126571789,10000,1000,1000,1000
202,6.4601411181647,1.77655866374362,0.228524315916002,0.103495821123943,10000,1000,1000,1000
174,5.14909195234878,1.64269428145266,0.16441212259233,0.131619702139869,10000,1000,1000,1000
277,22.4179563608185,3.23549205363156,0.0881781593430787,0.552996363630518,10000,1000,1000,1000
318,24.5294838029955,3.26079158976638,0.182418989762664,0.473683358263224,10000,1000,1000,1000
316,20.3793284567404,2.91570691314115,0.270573264174163,0.385441884817556,10000,1000,1000,1000
134,3.5446210061885,1.44754250708572,0.113499678717926,0.105668048467487,10000,1000,1000,1000
348,28.1033420777368,3.43269851295506,0.275112191727385,0.473300786549225,10000,1000,1000,1000
477,55.2700135022919,4.77235849957047,0.57343057715334,0.330318417213857,10000,1000,1000,1000
399,29.791325738857,3.37227183208794,0.506652055028826,0.264023953489959,10000,1000,1000,1000
161,5.11328197061602,1.65104775490525,0.148815354332328,0.128154250234365,10000,1000,1000,1000
70,1.96389397627327,1.20737075699732,0.0546573998406529,0.0736738049425185,10000,1000,1000,1000
401,30.5906668099853,3.4222432119807,0.5107167952694,0.162406982900575,10000,1000,1000,1000
309,19.9009581385193,2.89576407630923,0.271727637201548,0.360905366297811,10000,1000,1000,1000
349,19.5564672340198,2.74627193584715,0.49868928543292,0.0291487203910947,10000,1000,1000,1000
199,6.82646564200133,1.82470430666709,0.28537162290886,0.00966316605918109,10000,1000,1000,1000
470,49.238878497867,4.43718717830392,0.582485318602994,0.397921242937446,10000,1000,1000,1000
350,21.8302067407823,2.91720391838837,0.414728945447132,0.208729669824243,10000,1000,1000,1000
201,6.82984041632918,1.82466435299225,0.196756229130551,0.135892218304798,10000,1000,1000,1000
129,3.71012780191875,1.47927681115256,0.103264770330861,0.143044574093074,10000,1000,1000,1000
501,56.931858344884,4.75294207114202,0.598199525987729,0.486507575539872,10000,1000,1000,1000
63,2.01279598621158,1.22600704218445,0.00375186139717698,0.113881317107007,10000,1000,1000,1000
353,31.6787809173327,3.70060615928898,0.244357141759247,0.479071511467919,10000,1000,1000,1000
34,1.41722589260266,1.10096510601193,0.0169228582642972,0.0405760247725993,10000,1000,1000,1000
389,26.5663535992105,3.17170333155727,0.544018288515508,0.087316233292222,10000,1000,1000,1000
406,35.1348906986616,3.74579534472568,0.463622598163784,0.354159756330773,10000,1000,1000,1000
387,26.0877910232853,3.13825914488724,0.567721580900252,0.10102577637881,10000,1000,1000,1000
387,27.669828552629,3.25203252032529,0.545648901723325,0.0162942648399621,10000,1000,1000,1000
399,35.6323565461811,3.80398810112533,0.404594394983724,0.489785569673404,10000,1000,1000,1000
390,39.3651454292064,4.13315367892008,0.31905201994814,0.539631703868508,10000,1000,1000,1000
401,43.3662017696506,4.41364699651321,0.300298414472491,0.594274953519925,10000,1000,1000,1000
387,30.8041832410996,3.48570512328949,0.530588430259377,0.252921588532627,10000,1000,1000,1000
244,16.4593228900095,2.77930639629577,0.0467284939717501,0.518551313085482,10000,1000,1000,1000
355,28.568047776993,3.44563816664493,0.28031899840571,0.512324636103585,10000,1000,1000,1000
236,9.51914064660617,2.0682181060086,0.267402732046321,0.188330967631191,10000,1000,1000,1000
414,37.750230480191,3.8799692706435,0.469427342992276,0.431091571273282,10000,1000,1000,1000
443,42.674902303422,4.10310276631188,0.581194082368165,0.252817890280858,10000,1000,1000,1000
338,35.6571771885733,4.12916012882979,0.216752882301807,0.57924764379859,10000,1000,1000,1000
188,6.68146179321606,1.81972362037652,0.155227153329179,0.167979549430311,10000,1000,1000,1000
233,9.45981380815424,2.06815822237666,0.206921122223139,0.216286292625591,10000,1000,1000,1000
249,9.8259323809543,2.08027359758357,0.266959504550323,0.172014904813841,10000,1000,1000,1000
253,13.8802150455877,2.48334914398958,0.14246894675307,0.348319646995515,10000,1000,1000,1000
477,52.658148314998,4.61037703663404,0.579253490874544,0.411141322134063,10000,1000,1000,1000
244,18.2944946544467,2.99256049461043,0.0706925043370575,0.503161129681393,10000,1000,1000,1000
351,31.1034997080902,3.67209647331863,0.299002455035225,0.4274039670825,10000,1000,1000,1000
356,22.5615395968426,2.95745989684387,0.404024743800983,0.238464541174471,10000,1000,1000,1000
433,42.3201595237052,4.11939659078737,0.487193524371833,0.473809885466471,10000,1000,1000,1000
364,25.1919367032302,3.14851547495364,0.524583919951692,0.0542884431313723,10000,1000,1000,1000
478,58.6042825273905,5.00841413574804,0.544082100084051,0.57726657721214,10000,1000,1000,1000
294,23.8086831638057,3.30657214279106,0.161040991405025,0.507406411226839,10000,1000,1000,1000
53,1.6257697018316,1.14130496810052,0.08552913707681,0.00370537675917149,10000,1000,1000,1000
204,6.84958540433319,1.82465769421655,0.252666316274554,0.0310223408974707,10000,1000,1000,1000
467,49.0031622901526,4.41899105596209,0.581794257787988,0.401221619406715,10000,1000,1000,1000
54,1.73682620197411,1.16852462081376,0.0240723484195769,0.070095302676782,10000,1000,1000,1000
514,64.0981837625842,5.14747516343232,0.573015427775681,0.476430231984705,10000,1000,1000,1000
294,14.939282534108,2.48434860379612,0.325760658597574,0.218080713227391,10000,1000,1000,1000
402,38.8663721732404,4.05104314360947,0.347516797436401,0.577387194614857,10000,1000,1000,1000
439,47.7384868577508,4.49171727334794,0.428867419436574,0.553657692018896,10000,1000,1000,1000
212,10.5264331939537,2.23069887795848,0.0752854038029909,0.352132546110079,10000,1000,1000,1000
257,19.5562705536536,3.04629144479513,0.0766066025476903,0.550335505139083,10000,1000,1000,1000
365,29.778478324702,3.49755520890904,0.351534689823166,0.512873427104205,10000,1000,1000,1000
294,16.8873824660983,2.6566634432484,0.291980397049338,0.215762968640774,10000,1000,1000,1000
305,15.0836740799508,2.47670657466531,0.430152854416519,0.0429782710969448,10000,1000,1000,1000
122,3.58152534544751,1.46843740638711,0.104305426776409,0.0687360065057874,10000,1000,1000,1000
301,17.3593990773733,2.68282082512841,0.34427820215933,0.173417819710448,10000,1000,1000,1000
392,33.3056333313926,3.66032210834562,0.377179846772924,0.473117740731686,10000,1000,1000,1000
412,30.4194104236654,3.37272678214894,0.598273781267926,0.0432900751009583,10000,1000,1000,1000
295,21.5601455412639,3.09090347108463,0.164583024289459,0.496892311284319,10000,1000,1000,1000
434,40.946386139136,4.02136147214,0.514960622554645,0.422819482907653,10000,1000,1000,1000
86,2.87360723027196,1.38642029053823,0.0325678121298552,0.121149421110749,10000,1000,1000,1000
233,16.698491524435,2.83509392666181,0.0231007161084563,0.499756227247417,10000,1000,1000,1000
220,11.980492085324,2.37686643436761,0.0598146279808134,0.414523935411125,10000,1000,1000,1000
234,17.5039564509559,2.93198383890509,0.0239389148075134,0.501598250912502,10000,1000,1000,1000
140,4.90744622906106,1.65491128020626,0.0749623296316713,0.18357963077724,10000,1000,1000,1000
327,17.2110798104934,2.60633861551298,0.491428502602503,0.0265229947865009,10000,1000,1000,1000
302,16.5919432051391,2.60593109918177,0.280036602308974,0.280475100874901,10000,1000,1000,1000
211,11.6379500019102,2.36192203767739,0.0212750114500523,0.366118573118001,10000,1000,1000,1000
255,14.40447748551,2.53083826424991,0.143246264755726,0.384833424864337,10000,1000,1000,1000
57,1.90602829017327,1.20465381863214,0.0441571286413819,0.053938137833029,10000,1000,1000,1000
208,7.11991040310682,1.84957071463712,0.266553748212755,0.0565622127614915,10000,1000,1000,1000
481,54.2868176562066,4.6905635243018,0.574699901277199,0.478359560156241,10000,1000,1000,1000
235,9.91332326137351,2.11633045230217,0.169187329011038,0.275855540111661,10000,1000,1000,1000
404,47.4034188735086,4.7232639643299,0.344516217755154,0.5982173522003,10000,1000,1000,1000
248,10.6777068973771,2.1728549575859,0.323047230346128,0.0348696284461766,10000,1000,1000,1000
297,15.5780110544414,2.53196607165468,0.312005881592631,0.233763690060005,10000,1000,1000,1000
265,23.0083122608694,3.37680405756781,0.068187561398372,0.596124783530831,10000,1000,1000,1000
260,21.3205089037704,3.24422527900342,0.0747910345438868,0.53727022446692,10000,1000,1000,1000
245,14.1452512080973,2.53830299215159,0.122429967764765,0.315840385761112,10000,1000,1000,1000
393,30.6442945181687,3.45996816829295,0.450236033275723,0.276061647478491,10000,1000,1000,1000
134,3.59266882576196,1.45452429782839,0.165362715907395,0.0261485649738461,10000,1000,1000,1000
335,20.6531985325076,2.86776176929435,0.34894629525952,0.287433739984408,10000,1000,1000,1000
98,3.02862877596749,1.39650761375951,0.0504989820532501,0.11166314156726,10000,1000,1000,1000
315,18.4300753603636,2.74533704502906,0.314510451955721,0.290196760604158,10000,1000,1000,1000
414,34.0959499546881,3.62001433525688,0.532753050327301,0.198072488140315,10000,1000,1000,1000
489,57.7209961757879,4.87819155682604,0.548664093157276,0.449799277307466,10000,1000,1000,1000
264,15.9502711662385,2.68097952267843,0.168954228702933,0.395250932034105,10000,1000,1000,1000
342,30.6228339730239,3.72619890449762,0.265834817709401,0.567003568494692,10000,1000,1000,1000
84,2.39097224899201,1.2851223950569,0.0694576628040522,0.0694078963715583,10000,1000,1000,1000
107,3.25324853612569,1.42668820014723,0.00549219246022403,0.154771460825577,10000,1000,1000,1000
225,13.3055111860358,2.49817633127818,0.0528525546658784,0.411763957282528,10000,1000,1000,1000
249,17.3534130673603,2.86401649673506,0.0370080831460655,0.498267850605771,10000,1000,1000,1000
460,47.1748973587015,4.32776782391177,0.562830793345347,0.369795667519793,10000,1000,1000,1000
278,13.8281178920281,2.41535392181019,0.311507888138294,0.194307398702949,10000,1000,1000,1000
221,13.5272569977226,2.56884504726676,0.0561196778900921,0.423176086926833,10000,1000,1000,1000
272,18.2258946727019,2.87440571661812,0.168308126181364,0.452547951042652,10000,1000,1000,1000
287,13.739220624158,2.39313457552976,0.358952357433736,0.0958691732492298,10000,1000,1000,1000
380,31.4187084876289,3.5642999714857,0.37103399396874,0.402782332710922,10000,1000,1000,1000
153,4.79466333405837,1.61756808344062,0.199604371609166,0.0592898456845432,10000,1000,1000,1000
380,25.099816022335,3.0834885355897,0.467825776990503,0.205438578967005,10000,1000,1000,1000
106,3.40196496815995,1.45083132635,0.0266319487709552,0.167285607475787,10000,1000,1000,1000
265,16.8018812961471,2.74372510069474,0.11526578203775,0.459504395071417,10000,1000,1000,1000
392,36.3532322835699,3.89365645490376,0.355380553146824,0.501567530538887,10000,1000,1000,1000
184,5.18715450711262,1.63445162513524,0.236382762948051,0.064961103675887,10000,1000,1000,1000
289,14.8010646562256,2.48423751298018,0.29018547241576,0.1940790892113,10000,1000,1000,1000
323,29.3610127557251,3.65657452098882,0.166317509394139,0.599590967036784,10000,1000,1000,1000
215,13.3596156279003,2.54517688979385,0.0155352002475411,0.472978848963976,10000,1000,1000,1000
227,10.2230873498804,2.17230742494679,0.0878759108483791,0.368741282215342,10000,1000,1000,1000
285,14.5139240744786,2.46104170973493,0.305244186054915,0.216103514889255,10000,1000,1000,1000
473,57.6210554126315,4.98554192840761,0.541256723413244,0.515984897967428,10000,1000,1000,1000
370,26.3734045401356,3.21663385700141,0.405737419193611,0.339628410805017,10000,1000,1000,1000
400,32.1575730046701,3.55143904310038,0.486633650120348,0.316757970163599,10000,1000,1000,1000
137,4.22444929987755,1.54996466080573,0.0744835739023983,0.143379124626517,10000,1000,1000,1000
124,3.79390910584505,1.50093358068718,0.0800260700751096,0.130101744923741,10000,1000,1000,1000
429,40.6560897433663,4.02119976516193,0.484910434065387,0.40829713717103,10000,1000,1000,1000
447,50.6602188082922,4.68660661561389,0.421592940576375,0.530653377994895,10000,1000,1000,1000
130,3.58017028563773,1.45797248514325,0.0847351209260523,0.112150529259816,10000,1000,1000,1000
361,31.7133930908968,3.68625542801119,0.302180177997798,0.505332441162318,10000,1000,1000,1000
294,15.6741910673755,2.54800440295164,0.327355186454952,0.204654075857252,10000,1000,1000,1000
259,10.286644847103,2.11063973490368,0.365208982117474,0.0119149492587894,10000,1000,1000,1000
455,53.5011668987149,4.83175818016659,0.514851261628792,0.552831703377888,10000,1000,1000,1000
387,27.3241397934009,3.22876441643321,0.542116966377944,0.071897504478693,10000,1000,1000,1000
215,7.36863886883806,1.86486446165091,0.278181409835815,0.0461442176252604,10000,1000,1000,1000
167,6.81340932876418,1.87928241480272,0.0337519268039614,0.329227163689211,10000,1000,1000,1000
149,4.61761086994581,1.59723996933299,0.147775009553879,0.0886188215576112,10000,1000,1000,1000
314,17.4468342170819,2.65705874225472,0.374919522693381,0.141739650489762,10000,1000,1000,1000
160,6.30731371395394,1.82397210052274,0.0558293708134443,0.270870309881866,10000,1000,1000,1000
287,21.2043946365203,3.07987976149414,0.0963992217555642,0.51198498615995,10000,1000,1000,1000
174,7.60078430255956,1.96440498173102,0.0650161419063807,0.268501623719931,10000,1000,1000,1000
309,16.0658869404902,2.54831607273918,0.369360971823335,0.120767948962748,10000,1000,1000,1000
233,10.4010382632405,2.17261891829651,0.125706726685166,0.329889176320285,10000,1000,1000,1000
48,1.58410396651169,1.13402599641194,0.0196278149262071,0.0440151376649737,10000,1000,1000,1000
176,5.36911636540855,1.66822924138942,0.23306002789177,0.0802224347367883,10000,1000,1000,1000
370,31.5302924089168,3.63113480224847,0.311115501774475,0.4121763701085,10000,1000,1000,1000
398,36.1542482408676,3.86315171369423,0.399894400918856,0.444785391306505,10000,1000,1000,1000
146,4.14554964070593,1.52722119049945,0.194581651641056,0.0290937341284007,10000,1000,1000,1000
439,44.2215645043192,4.23822198111448,0.503540962748229,0.507143449829891,10000,1000,1000,1000
294,20.1520586234093,2.96512420905316,0.197966824611649,0.434201947459951,10000,1000,1000,1000
478,58.213387551082,4.98613853487304,0.519831472774968,0.576845924416557,10000,1000,1000,1000
258,14.4320097261551,2.53071016788734,0.235505582392216,0.299982963642105,10000,1000,1000,1000
338,23.9130399802288,3.12568374331891,0.347527200356126,0.333757052477449,10000,1000,1000,1000
236,8.71566454457341,1.98208197891063,0.322440738184378,0.0607992375735193,10000,1000,1000,1000
240,9.99681581709638,2.11642899169092,0.294367423374206,0.128531692642719,10000,1000,1000,1000
459,49.6900684039069,4.51214669891347,0.486962931230664,0.5605905352626,10000,1000,1000,1000
285,24.1637336276215,3.39042814326595,0.0960627524647862,0.567484118510038,10000,1000,1000,1000
452,43.6239226688566,4.12031314379892,0.556454722071066,0.413409993471578,10000,1000,1000,1000
246,10.0045576544676,2.10435053429462,0.342571782460436,0.10388085921295,10000,1000,1000,1000
434,40.6178169411609,4.00515864433389,0.500929515855387,0.462842805683613,10000,1000,1000,1000
123,3.91278525772899,1.51946125981571,0.0380870406981558,0.182250759657472,10000,1000,1000,1000
176,8.12807383209346,2.03739848662041,0.0478357404470444,0.335939280549064,10000,1000,1000,1000
195,11.0626506441583,2.33309069190139,0.004015331575647,0.436448802798986,10000,1000,1000,1000
212,7.72172943283277,1.91135151665741,0.272907647397369,0.0362674558069557,10000,1000,1000,1000
388,29.5081096121222,3.39648531699405,0.416545515088364,0.344744058279321,10000,1000,1000,1000
222,8.47280561020779,1.9817913015216,0.244412141293287,0.151960726082325,10000,1000,1000,1000
453,48.4465012677462,4.45529556430773,0.597897154139355,0.405175939109176,10000,1000,1000,1000
413,33.6973970357549,3.59277994941378,0.51126820393838,0.174103842163458,10000,1000,1000,1000
396,28.4204843108757,3.2758315698441,0.573419692134485,0.0690127244219184,10000,1000,1000,1000
258,11.0545902235837,2.19229015398649,0.270405661314726,0.166830390645191,10000,1000,1000,1000
432,41.6285217176161,4.08586861480881,0.483603309793398,0.313494886178523,10000,1000,1000,1000
361,24.4996429818601,3.09379137945977,0.399694387754425,0.307486876985058,10000,1000,1000,1000
269,24.6818324772176,3.49181518520593,0.0753513901960105,0.562828882550821,10000,1000,1000,1000
231,16.1132774042051,2.77904378661392,0.0379412638954818,0.487512992229313,10000,1000,1000,1000
119,3.74466463027117,1.49725702512996,0.00482156937941909,0.234454168193042,10000,1000,1000,1000
344,20.7602051066802,2.84880805870829,0.418770651100203,0.208949461067095,10000,1000,1000,1000
393,34.3251195256699,3.73106484590714,0.422028081351891,0.352916564326733,10000,1000,1000,1000
213,10.6701881582811,2.2440443064108,0.104275533976033,0.33578404923901,10000,1000,1000,1000
357,26.3882983446102,3.27398686476476,0.3421264200937,0.427530405018479,10000,1000,1000,1000
132,3.81243427499021,1.49372783681322,0.129656119085848,0.0898265597876161,10000,1000,1000,1000
338,22.0489063649677,2.97714741643152,0.351594279706478,0.303716910816729,10000,1000,1000,1000
197,10.5985965624814,2.27735444289079,0.00452454029582441,0.438779994053766,10000,1000,1000,1000
291,23.9073305344746,3.31851065241924,0.0757083056028932,0.572124027041718,10000,1000,1000,1000
364,23.5088941697105,3.01914135619837,0.512228300934657,0.0980002349708229,10000,1000,1000,1000
358,22.6987848153939,2.96755277792623,0.472597706085071,0.0580344856716692,10000,1000,1000,1000
354,24.1534856139418,3.09348512033665,0.357501444686204,0.353831433551386,10000,1000,1000,1000
116,3.25279315492151,1.41664730582015,0.103412222675979,0.0716506553348154,10000,1000,1000,1000
302,17.3100579631602,2.67416860098199,0.278215461876243,0.360011491226032,10000,1000,1000,1000
314,15.7279198874737,2.50835281487357,0.450218116957694,0.0630581052973866,10000,1000,1000,1000
245,13.2503190528647,2.44458134099955,0.103967942018062,0.360298266587779,10000,1000,1000,1000
75,2.16222996764557,1.2453331141547,0.0271257132757455,0.0883447713218629,10000,1000,1000,1000
211,7.08346817192409,1.83964884782791,0.200116244656965,0.145341701572761,10000,1000,1000,1000
404,29.3857161517062,3.32371671297722,0.554611962893978,0.178853591345251,10000,1000,1000,1000
333,19.031650279887,2.74586472772011,0.430080715706572,0.158500827429816,10000,1000,1000,1000
336,19.9679036303892,2.81059933220165,0.417780044535175,0.28458461612463,10000,1000,1000,1000
276,17.9324924599081,2.80876784971973,0.151887028198689,0.422752774413675,10000,1000,1000,1000
242,9.136216168657,2.0215987611643,0.358055823901668,0.0262991957366467,10000,1000,1000,1000
254,10.0605206116808,2.09834524493986,0.329542615357786,0.044889715500176,10000,1000,1000,1000
381,28.6874872737963,3.35922173550841,0.476787720853463,0.258747458830476,10000,1000,1000,1000
479,55.1062762684172,4.7517676575686,0.555644040182233,0.465179045917466,10000,1000,1000,1000
401,35.4456091842045,3.77489543539655,0.414777687890455,0.493979297345504,10000,1000,1000,1000
403,42.6480532697008,4.34110680859191,0.399203427694738,0.591412306576967,10000,1000,1000,1000
241,14.3903985200058,2.57875518329795,0.0896632553078234,0.421568786166608,10000,1000,1000,1000
378,33.9728142609108,3.77349946793668,0.257688648998737,0.578368567535654,10000,1000,1000,1000
